ticker,E_score,S_score,G_score,ESG_score,Sectors,Market_Cap,Beta_1Y,Risk_Score,Risk_Category
FRBA,26.55,19.58,74.47,40.2,Financials,278813364.8,0.5583848,59.8,High
DWSN,52.53,30.98,7.09,30.2,Utilities,41698587.04,0.072424203,69.8,High
GEOS,75.79,72.67,26.24,58.23,Utilities,73995923.7,0.303229453,41.77,Medium
FSLR,99.85,83.84,91.69,91.79,Information Technology,7848859752,1.00168146,8.21,Low
GABC,45.8,0.46,82.93,43.06,Financials,1050280028,0.746501688,56.94,High
GMBL,2.94,12.01,27.76,14.24,Consumer,23854681.66,3.076271105,85.76,High
EQIX,99.54,93.92,32.17,75.21,Financials,63932803507,0.686505616,24.79,Medium
FFIC,35.56,30.98,48.13,38.22,Financials,654408850,0.630014983,61.78,High
EAST,5.37,12.01,17.63,11.67,Consumer,14726363.81,1.266913544,88.33,High
EHTH,83.43,54.03,39.21,58.89,Financials,226761411.5,1.583178309,41.11,Medium
FUNC,24.37,17.15,93.82,45.11,Financials,146898475.3,0.342519402,54.89,High
GO,38.04,72.49,95.54,68.69,Consumer,3209043929,0.785475005,31.31,Medium
GCBC,23.15,30.98,46.91,33.68,Financials,439717833.1,0.465877736,66.32,High
FLUX,59.32,16.13,0.05,25.17,Industrials,41099645.6,1.351012524,74.83,High
FRME,38.91,21.99,84.4,48.43,Financials,2333911809,0.747574521,51.57,High
DLTH,38.8,54.03,82.47,58.43,Consumer,418775428.4,1.278368352,41.57,Medium
FORA,5.62,5.17,41.03,17.27,Health Care,111257094.7,0.822405328,82.73,High
DFFN,11.04,54.03,39.87,34.98,Health Care,14187904.32,1.026840581,65.02,High
EXPD,99.14,90.55,24.77,71.49,Industrials,16741480381,0.843125189,28.51,Medium
FCEL,60.99,54.03,75.48,63.5,Industrials,1569423634,1.730538335,36.5,Medium
EVO,79.18,89.16,43.36,70.57,Health Care,4250402725,1.688501595,29.43,Medium
EZPW,55.17,63.8,68.24,62.4,Financials,387780433.6,0.618445428,37.6,Medium
GLBZ,14.29,19.58,84.5,39.45,Financials,37245591.28,0.143863003,60.55,High
ESLT,89.16,91.95,48.58,76.56,Industrials,9264320219,0.536754755,23.44,Medium
DRIO,59.63,5.17,37.01,33.93,Health Care,111038182,1.74640196,66.07,High
ENPH,96.25,75.58,29.64,67.16,Information Technology,22729303471,1.826124311,32.84,Medium
ECPG,37.59,63.8,58.71,53.37,Financials,1412120499,0.448765167,46.63,Medium
DXCM,55.22,54.03,90.88,66.71,Health Care,39950992362,1.473987733,33.29,Medium
DIOD,91.49,83.84,50.41,75.24,Information Technology,3434901677,1.793779873,24.76,Medium
FBIZ,72.44,30.98,80.9,61.44,Financials,294261436.3,0.433189577,38.56,Medium
FNHC,76.65,75.58,78.17,76.8,Financials,7467286.04,1.470674315,23.2,Medium
GAIA,22.8,19.58,68.14,36.84,Communication Services,103875800,1.066165332,63.16,High
FFIN,38.6,30.98,39.72,36.43,Financials,5812646728,0.920337873,63.57,High
FROG,65.05,8.59,45.67,39.77,Information Technology,2147433249,1.343466544,60.23,High
GOCO,41.95,2.08,73.76,39.26,Financials,259531385.5,1.540422571,60.74,High
FGF,58.11,2.08,73.1,44.43,Financials,20889603.2,0.785341356,55.57,High
EBAY,90.43,97.16,90.48,92.69,Consumer,30151248774,0.88068329,7.31,Low
FUSB,19.35,54.03,60.39,44.59,Financials,69876516.6,0.161728638,55.41,High
FSTR,82.47,89.31,92.81,88.2,Industrials,154306085.4,0.508235608,11.8,Low
EXPE,87.89,89.77,44.02,73.89,Consumer,27462271837,1.375705988,26.11,Medium
GERN,2.13,19.58,78.67,33.46,Health Care,561826738.3,1.308146285,66.54,High
ERIC,69.91,8.59,90.53,56.34,Information Technology,27001096299,0.793063942,43.66,Medium
GNCA,2.33,30.98,71.73,35.01,Health Care,16057809.71,0.984463437,64.99,High
GDEN,38.96,45.44,18.84,34.41,Consumer,1417725473,1.643865537,65.59,High
FORM,90.32,87.72,26.09,68.04,Information Technology,3091473685,1.911351464,31.96,Medium
ENSG,56.64,66.44,66.16,63.08,Health Care,4388236791,0.760752983,36.92,Medium
EIGR,13.63,54.03,28.12,31.92,Health Care,243175590,1.087204349,68.08,High
FRBK,31.61,21.99,86.93,46.84,Financials,247927341.7,0.512006029,53.16,High
FLEX,99.95,95.57,71.38,88.96,Information Technology,7694551219,1.340613522,11.04,Low
DLTR,95.59,97.16,78.37,90.37,Consumer,36853369930,0.639138498,9.63,Low
EVOL,60.79,68.54,6.53,45.29,Information Technology,13319838.72,0.920253036,54.71,High
FANG,96.45,83.84,69.66,83.32,Utilities,22637700098,0.962041653,16.68,Low
DXLG,35.71,75.58,77.2,62.83,Consumer,329221898.2,2.434939141,37.17,Medium
DRRX,13.78,30.98,65.81,36.85,Health Care,96952111.59,1.188250589,63.15,High
EDIT,15.6,30.98,60.59,35.72,Health Care,979490745.1,1.92418174,64.28,High
FCFS,42.05,54.03,36.32,44.13,Financials,3614885429,0.934870991,55.87,High
EBC,46.3,17.15,87.84,50.43,Financials,3448647767,0.787672862,49.57,Medium
FLWS,56.69,75.58,52.94,61.74,Consumer,690762479.8,1.37384481,38.26,Medium
GLDD,94.43,80.4,46.05,73.62,Industrials,908112290.8,0.693620524,26.38,Medium
ESPR,54.71,54.03,54.91,54.55,Health Care,361027926.9,0.923531108,45.45,Medium
GDRX,40.68,5.17,35.03,26.96,Health Care,5445532884,2.093176692,73.04,High
FNKO,39.11,54.03,51.52,48.22,Consumer,842832404.2,1.81714079,51.78,High
DISCA,87.23,89.01,73.4,83.22,Communication Services,4190787404,0.966851119,16.78,Low
GPRE,55.98,24.21,83.43,54.54,Utilities,1680210673,1.382286643,45.46,Medium
GALT,12.74,66.44,33.64,37.61,Health Care,93191892.01,0.972426526,62.39,High
EXPI,68.9,30.98,0.76,33.54,Financials,2140861638,2.225282931,66.46,High
FBMS,44.07,38.93,84.6,55.87,Financials,668010306.3,0.752572965,44.13,Medium
GNLN,24.01,54.03,18.54,32.19,Consumer,37583285.47,1.790595097,67.81,High
FVCB,23.81,19.58,92.5,45.3,Financials,290628462.8,0.217783853,54.7,High
FREQ,47.57,30.98,37.94,38.83,Health Care,43720511.25,1.599460203,61.17,High
FSV,68.79,21.99,56.89,49.22,Financials,5624829260,1.058688604,50.78,High
FFIV,83.28,75.58,97.57,85.48,Information Technology,10414491600,1.137760622,14.52,Low
GOGL,58.26,80.4,1.37,46.67,Industrials,2522616887,1.14705065,53.33,High
FRPH,59.78,38.93,37.74,45.48,Financials,519136949.8,0.699883632,54.52,High
EVOP,38.7,54.03,80.09,57.61,Information Technology,1125463813,1.136842875,42.39,Medium
FLGT,37.39,54.03,20.57,37.33,Health Care,1705594867,1.059518393,62.67,High
ERIE,84.25,63.8,95.64,81.23,Financials,8634625903,0.699925003,18.77,Low
ENTA,23.96,30.98,82.78,45.91,Health Care,1317210254,0.776231482,54.09,High
ELDN,11.04,30.98,19.3,20.44,Health Care,40857660.36,0.825322091,79.56,High
DMRC,93.87,54.03,2.03,49.97,Information Technology,538694497.6,1.706242328,50.03,High
GSBC,34.19,30.98,81.56,48.91,Financials,727885842.9,0.609893346,51.09,High
FHB,53.6,30.98,72.39,52.32,Financials,3061967513,0.976436508,47.68,Medium
FORR,37.13,72.04,59.88,56.35,Industrials,1053435416,0.735770337,43.65,Medium
FARM,41.29,12.01,74.11,42.47,Consumer,115112377.9,1.269085632,57.53,High
GEVO,57.14,0.46,56.64,38.08,Utilities,771361105.6,2.037757405,61.92,High
FCNCA,42.71,2.08,75.28,40.02,Financials,10357779856,1.179680139,59.98,High
EEFT,43.16,75.58,86.17,68.3,Information Technology,6172433906,1.138426059,31.7,Medium
FNLC,43.87,77.53,85.06,68.82,Financials,305587663.9,0.6036773,31.18,Medium
GAME,16.97,10.56,24.47,17.33,Communication Services,20513136.73,1.74674809,82.67,High
GDS,84.7,78.67,2.99,55.45,Information Technology,6025321401,1.986188262,44.55,Medium
GTIM,24.16,12.01,60.79,32.32,Consumer,41710790.12,0.647966554,67.68,High
HAIN,95.24,89.77,59.93,81.64,Consumer,3065863436,0.563948737,18.36,Low
DISCB,87.23,89.01,73.4,83.22,Communication Services,158825655.6,0.260550253,16.78,Low
FTDR,87.08,54.03,37.49,59.53,Consumer,2620004388,0.590114008,40.47,Medium
HBIO,27.56,41.13,20.97,29.89,Health Care,228065213,1.151054312,70.11,High
FBNC,36.37,16.13,97.21,49.91,Financials,1341485422,0.859851515,50.09,High
HIVE,23.86,8.59,57.45,29.96,Information Technology,620926983.7,3.44855747,70.04,High
FRG,42.81,70.74,65.2,59.58,Consumer,1547189076,1.3122796,40.42,Medium
FFNW,21.78,30.98,39.82,30.86,Financials,151159251.4,0.238896776,69.14,High
GOGO,63.58,54.03,87.13,68.25,Communication Services,2066198116,0.67829076,31.75,Medium
FLXS,83.69,78.22,88.91,83.6,Consumer,124274448.8,1.121795914,16.4,Low
GSHD,76.29,54.03,10.59,46.97,Financials,2197190300,1.980095651,53.03,High
GNSS,45.64,30.98,71.02,49.21,Information Technology,111135918.6,0.638162784,50.79,High
GPRO,55.12,89.77,74.01,72.97,Consumer,1390048629,1.450413497,27.03,Medium
HCM,74.11,54.03,0.15,42.76,Health Care,2114642459,1.317573913,57.24,High
HTZ,97.97,97.8,56.69,84.15,Industrials,8533759710,2.549506592,15.85,Low
GLNG,92.5,97.97,13.32,67.93,Utilities,2429734703,0.808516163,32.07,Medium
HOFT,37.54,75.58,80.8,64.64,Consumer,206366279,0.756018976,35.36,Medium
ESQ,22.85,16.13,85.21,41.4,Financials,291151336,0.309024222,58.6,High
HSTM,86.47,66.44,84.19,79.04,Health Care,588685292,0.671705873,20.96,Medium
GTX,67.48,12.01,48.53,42.67,Consumer,436061263,0.760651951,57.33,High
FOSL,44.88,83.84,83.03,70.58,Consumer,534585968.4,1.982029865,29.42,Medium
GDYN,64.59,8.59,45.67,39.61,Information Technology,970168705.4,2.344104078,60.39,High
FNWB,24.42,54.03,74.62,51.02,Financials,191069180.2,0.349886742,48.98,Medium
FDBC,25.18,17.15,94.98,45.77,Financials,210908421.1,0.881703543,54.23,High
FWONA,78.04,43.29,50.13,57.15,Communication Services,14317038404,0.765441012,42.85,Medium
HFBL,15.96,54.03,47.57,39.18,Financials,68764964.58,-0.059732821,60.82,High
HALL,76.7,16.13,24.62,39.15,Financials,59242242.42,0.873222999,60.85,High
FRPT,70.92,54.03,52.43,59.13,Consumer,4048933151,1.415365913,40.87,Medium
IAC,42.5,10.56,20.92,24.66,Communication Services,7553869524,1.349270709,75.34,High
HBMD,78.27,54.03,41.84,58.05,Financials,11613679733,0.802095403,41.95,Medium
HROW,21.02,5.17,32.62,19.6,Health Care,185163220,0.526980045,80.4,High
GASS,51.47,17.65,6.79,25.3,Utilities,98943648.79,0.425946013,74.7,High
HLIT,83.89,78.67,61.25,74.6,Information Technology,899734382.2,1.352261022,25.4,Medium
FIBK,79.43,75.58,88.15,81.05,Financials,4427937841,0.768171119,18.95,Low
ICCM,3.44,5.17,41.03,16.55,Health Care,76927720.25,1.945011783,83.45,High
GOOD,86.12,38.93,15.81,46.95,Financials,797849859.9,0.647501119,53.05,High
GGAL,89.21,85.99,10.74,61.98,Financials,1296254348,1.094143798,38.02,Medium
IDEX,59.47,16.13,4.05,26.55,Industrials,359275729.8,1.704444093,73.45,High
HCSG,40.07,90.55,67.43,66.02,Industrials,1246766240,0.667874534,33.98,Medium
FTEK,59.27,30.98,75.13,55.12,Industrials,40596203.16,0.948741189,44.88,Medium
FMAO,26.14,2.08,42.71,23.64,Financials,512051954.8,0.505934905,76.36,High
III,35.26,30.98,59.17,41.8,Information Technology,307960522.9,1.329741951,58.2,High
GSIT,58.87,30.98,73.91,54.58,Information Technology,88137187.2,0.798322649,45.42,Medium
GNTX,90.98,83.84,46.71,73.84,Consumer,6919487661,0.838473733,26.16,Medium
HOLI,65.96,8.59,7.75,27.43,Information Technology,952359767.1,0.570326736,72.57,High
IMKTA,47.62,12.01,10.99,23.54,Consumer,1798007632,0.567951991,76.46,High
HUBG,66.82,54.03,74.92,65.26,Industrials,2516708449,1.052784905,34.74,Medium
HSTO,1.67,54.03,10.89,22.2,Health Care,9360669.729,1.119785866,77.8,High
GURE,57.55,19.58,16.92,31.35,Utilities,37384768.68,0.573080504,68.65,High
HFFG,53.55,54.03,8.81,38.8,Consumer,307200562.2,1.005168758,61.2,High
INOD,22.7,19.58,3.8,15.36,Information Technology,218788035.9,1.425230214,84.64,High
GRFS,97.47,98.33,13.68,69.82,Health Care,10158732058,0.626474409,30.18,Medium
HALO,35.76,75.58,52.38,54.58,Health Care,5628016838,1.043972814,45.42,Medium
GEG,23.61,22.87,27.05,24.51,Health Care,38710984.59,0.494848298,75.49,High
IDN,58.36,30.98,37.54,42.29,Information Technology,41288750.8,1.475924646,57.71,High
GLPG,56.43,98.53,86.98,80.65,Health Care,3936923813,0.556641867,19.35,Low
HCTI,58.21,5.17,21.07,28.15,Health Care,25740408.82,2.271468463,71.85,High
HLNE,79.28,63.8,1.87,48.32,Financials,3865810816,1.389358826,51.68,High
INCY,54.1,54.03,90.58,66.24,Health Care,16844776124,0.443173088,33.76,Medium
HBNC,73.15,38.93,96.61,69.56,Financials,771674217.2,0.773760934,30.44,Medium
ESSA,23.25,30.98,88.04,47.42,Financials,178319647,0.10879939,52.58,High
HRTX,22.44,83.84,6.99,37.76,Health Care,489913401.9,1.387488114,62.24,High
INVA,8.16,54.03,97.77,53.32,Health Care,1134787545,0.326337232,46.68,Medium
GH,34.85,66.44,11.7,37.66,Health Care,6340436855,1.619815879,62.34,High
ISEE,9.3,41.13,8.11,19.51,Health Care,1653833258,1.516082105,80.49,High
GOOG,97.24,96.66,81.23,91.71,Communication Services,1.54E+12,1.328951916,8.29,Low
IRBT,63.68,75.58,70.72,69.99,Consumer,1434699571,1.335654125,30.01,Medium
GSKY,25.43,54.03,2.18,27.21,Information Technology,1877622701,1.255201128,72.79,High
IIIV,73,8.59,22.29,34.63,Information Technology,918757587.8,1.63740742,65.37,High
FRST,49.95,38.93,79.38,56.09,Financials,329946672.4,0.603016491,43.91,Medium
HOLX,92.4,94.43,86.27,91.03,Health Care,18182364773,0.45246624,8.97,Low
FTFT,48.33,54.03,13.53,38.63,Consumer,43399590.85,2.014552891,61.37,High
IART,53.44,75.58,77.36,68.79,Health Care,5029675547,0.847060203,31.21,Medium
ICFI,96.96,90.55,12.97,66.83,Industrials,1855853681,0.729953922,33.17,Medium
FISI,33.54,63.8,73.56,56.97,Financials,427303220.6,0.581736441,43.03,Medium
IMMP,9.52,66.44,11.96,29.31,Health Care,208763796.6,1.421868778,70.69,High
INSE,25.68,12.01,44.68,27.46,Consumer,255136581.2,1.217101947,72.54,High
ITRI,63.07,78.67,89.21,76.98,Information Technology,2215682560,1.322283027,23.02,Medium
HARP,15.2,5.17,5.57,8.65,Health Care,75428038.44,1.483312762,91.35,High
HTBI,31.1,63.8,76.75,57.22,Financials,432052204.5,0.480158022,42.78,Medium
GVP,61.45,68.54,54.31,61.43,Information Technology,31253503.94,1.164257974,38.57,Medium
GNTY,50,30.98,88.86,56.61,Financials,413276940,0.584175311,43.39,Medium
HMHC,56.84,75.58,89.82,74.08,Consumer,2685339985,0.953631579,25.92,Medium
HURC,63.88,54.03,51.93,56.61,Industrials,186459197.4,0.440941183,43.39,Medium
HBP,44.17,71.43,66.87,60.82,Industrials,292398236.6,1.157487222,39.18,Medium
HON,99.24,90.55,94.48,94.76,Industrials,1.34E+11,0.955846261,5.24,Low
HFWA,52.79,30.98,92.1,58.62,Financials,865624493.5,0.577303728,41.38,Medium
INVE,79.33,75.58,14.64,56.52,Information Technology,283923768.7,1.730304291,43.48,Medium
HDSN,91.08,19.58,43.67,51.44,Industrials,301344113.8,1.775841564,48.56,Medium
IDRA,11.04,41.13,39.97,30.72,Health Care,22266916.91,0.783696597,69.28,High
GROW,15.35,2.08,56.43,24.62,Financials,77629028.62,1.374379524,75.38,High
IIN,61.85,66.44,27.86,52.05,Health Care,222709656,0.581377713,47.95,Medium
INDB,31.97,21.99,76.8,43.58,Financials,3667939108,0.840850489,56.42,High
ISRG,89.11,77.91,67.68,78.23,Health Care,86386473937,1.55163789,21.77,Medium
GSM,56.18,91.01,5.83,51,Utilities,1208797203,1.855263836,49,Medium
GOOGL,97.24,96.66,81.23,91.71,Communication Services,1.54E+12,1.335932259,8.29,Low
GLPI,89.26,91.49,70.21,83.65,Financials,10785507025,0.764038179,16.35,Low
ETSY,93.31,75.58,90.17,86.36,Consumer,12345422686,1.924191737,13.64,Low
IRDM,86.32,75.58,49.39,70.43,Communication Services,4628173219,1.315405924,29.57,Medium
GIFI,71.68,54.03,77.66,67.79,Utilities,58368624.8,0.225018086,32.21,Medium
INSG,62.56,30.98,2.84,32.13,Information Technology,317214984.4,1.441708167,67.87,High
JBHT,69.66,83.84,86.73,80.07,Industrials,17826801203,0.908386521,19.93,Low
HRZN,60.69,2.08,9.02,23.93,Financials,301912707.2,0.836565739,76.07,High
IMMR,61.09,42.43,0.71,34.74,Information Technology,158769493,1.243899528,65.26,High
HBT,31.71,30.98,25.68,29.46,Financials,491296313.3,0.699687266,70.54,High
HAS,96.81,96.45,93.16,95.47,Consumer,12503800636,0.899020415,4.53,Low
HTBK,31.51,38.93,83.54,51.33,Financials,672943404.4,0.83235988,48.67,Medium
FRTA,75.99,45.54,3.55,41.69,Utilities,11613679733,0.060080092,58.31,High
JOBS,17.93,19.58,2.13,13.21,Industrials,4108949144,0.017522694,86.79,High
ICHR,90.73,83.84,33.99,69.52,Information Technology,844691495.6,2.087099924,30.48,Medium
HGEN,3.65,54.03,13.22,23.63,Health Care,143573113.1,2.261386402,76.37,High
GWGH,30.95,17.15,9.27,19.12,Financials,11613679733,0.843866532,80.88,High
IONS,47.52,54.03,72.19,57.91,Health Care,5439067291,0.897780241,42.09,Medium
IBCP,33.59,38.93,93.01,55.18,Financials,423152917.7,0.683528274,44.82,Medium
IVAC,61.04,68.54,55.17,61.58,Information Technology,132896804.3,0.956712925,38.42,Medium
HONE,34.5,30.98,98.63,54.7,Financials,690932538,0.660016379,45.3,Medium
HEAR,33.18,54.03,11.35,32.85,Information Technology,279812978.5,1.230327098,67.15,High
GNUS,3.5,12.01,55.85,23.78,Consumer,222045393.6,1.712024319,76.22,High
GOSS,11.04,54.03,78.72,47.93,Health Care,550575817.3,1.087880029,52.07,High
HMST,36.98,63.8,87.03,62.61,Financials,767282992.1,0.726147048,37.39,Medium
IIVI,88.75,68.54,77,78.1,Information Technology,6567195313,1.533890647,21.9,Medium
IDXX,90.37,94.43,58.66,81.16,Health Care,36421028720,1.258479996,18.84,Low
HURN,47.42,44.55,32.78,41.58,Industrials,1101119435,0.735670557,58.42,High
GT,86.63,12.01,93.72,64.12,Consumer,3736083261,1.968721612,35.88,Medium
FISV,55.83,93.03,36.37,61.74,Information Technology,62784255533,0.86547733,38.26,Medium
HCAT,51.98,30.98,42,41.65,Health Care,907222728.4,1.658324262,58.35,High
IRIX,43.67,75.58,33.38,50.88,Health Care,58934488.97,0.832222933,49.12,Medium
GRPN,55.07,89.77,58.46,67.76,Consumer,608754682.3,1.254939462,32.24,Medium
HTBX,2.43,5.17,41.03,16.21,Health Care,11613679733,0.424470488,83.79,High
INSM,7.8,54.03,88.35,50.06,Health Care,2670172625,1.310405247,49.94,Medium
JBLU,94.58,90.55,71.33,85.49,Industrials,3624916016,1.557108847,14.51,Low
ISSC,5.42,19.58,11.8,12.27,Industrials,127983800.9,0.653082762,87.73,High
HAYN,89.01,15.02,57.9,53.98,Utilities,457243575.1,1.071637681,46.02,Medium
GLRE,66.97,54.03,30.65,50.55,Financials,247909589.3,0.51870061,49.45,Medium
HSIC,88.15,97.64,59.73,81.84,Health Care,11035551760,0.624928046,18.16,Low
INDP,9.3,5.17,41.03,18.5,Health Care,25601650.7,1.814772254,81.5,High
KRON,9.3,5.17,35.03,16.5,Health Care,283661005,1.463673177,83.5,High
HOOK,14.54,41.13,38.04,31.24,Health Care,82585623.66,1.156586248,68.76,High
IMOS,97.87,95.57,54.51,82.65,Information Technology,1131949247,1.006342694,17.35,Low
GTEC,6.74,13.88,38.55,19.72,Industrials,42032556.3,1.374400873,80.28,High
IOSP,69.5,97.97,90.83,86.1,Utilities,2392953524,0.84120198,13.9,Low
KBAL,17.22,13.88,92.45,41.19,Industrials,281458310.4,0.765928777,58.81,High
GWRS,85.87,30.98,64.84,60.56,Utilities,317565995.5,0.590087103,39.44,Medium
HEES,56.38,69.2,86.37,70.65,Industrials,1248658460,1.568799519,29.35,Medium
HMTV,64.94,43.29,28.37,45.53,Communication Services,157304625.2,1.217148444,54.47,High
KFRC,46.56,13.88,54.26,38.23,Industrials,1503294452,1.121381076,61.77,High
IZEA,16.01,10.56,21.18,15.92,Communication Services,73368275.9,1.372019905,84.08,High
GIII,70.87,89.77,56.23,72.29,Consumer,1338276787,1.588735726,27.71,Medium
IBKR,74.52,2.08,11.3,29.3,Financials,25411987860,1.174793275,70.7,High
INTA,61.65,8.59,45.67,38.64,Information Technology,1542834453,1.996884166,61.36,High
KZR,11.04,30.98,23.76,21.93,Health Care,757503428.9,1.195930925,78.07,High
ICLR,42.3,5.17,56.33,34.6,Health Care,18581956683,1.162916424,65.4,High
IEP,45.54,13.88,5.22,21.55,Industrials,15521723645,0.382738751,78.45,High
ILMN,70.42,99.01,79.89,83.11,Health Care,47259797540,1.239575666,16.89,Low
KNDI,61.2,54.03,23.35,46.19,Consumer,200554187.3,1.355453606,53.81,High
HCCI,59.07,30.98,53.75,47.93,Industrials,649090854.5,1.108748538,52.07,High
HTHT,83.94,30.98,13.88,42.93,Consumer,9715709964,1.646826105,57.07,High
KRTX,6.48,30.98,15.96,17.81,Health Care,3367975929,1.152703797,82.19,High
HBAN,77.56,2.08,97.97,59.2,Financials,19083455978,1.132975728,40.8,Medium
IRMD,6.38,19.58,3.85,9.94,Health Care,428318369.6,1.379004125,90.06,High
JOUT,28.72,70.74,95.8,65.09,Consumer,787881980.7,1.007351206,34.91,Medium
HHS,47.26,75.58,6.64,43.16,Communication Services,54546977.31,0.586365151,56.84,High
JBSS,46.35,70.74,8.41,41.84,Consumer,887728360.9,0.28268613,58.16,High
HOPE,39.21,30.98,64.03,44.74,Financials,1739938383,0.732375751,55.26,High
ISTR,29.13,19.58,89.06,45.92,Financials,205482525.2,0.207381548,54.08,High
GTHX,16.26,54.03,66.57,45.62,Health Care,230182817.5,1.59676661,54.38,High
HSII,41.08,93.03,30.45,54.85,Industrials,636885069.2,1.196413156,45.15,Medium
HWBK,24.77,30.98,71.83,42.53,Financials,171571382.8,0.28141868,57.47,High
GRTS,18.19,54.03,74.27,48.83,Health Care,199507162.4,1.28647017,51.17,High
HELE,90.68,89.77,2.33,60.93,Consumer,4913319793,0.747017554,39.07,Medium
IOVA,9.3,30.98,16.51,18.93,Health Care,2575988781,1.869866724,81.07,High
KHC,43.97,97.16,91.24,77.46,Consumer,51381502399,0.240725212,22.54,Medium
HNNA,16.67,21.99,49.85,29.5,Financials,73659314.55,0.335924723,70.5,High
HA,90.93,81.56,64.69,79.06,Industrials,869480565.8,1.7146239,20.94,Medium
IMUX,9.3,66.44,20.67,32.13,Health Care,201173835,1.064613697,67.87,High
GLYC,1.82,30.98,34.45,22.42,Health Care,39682037.09,1.012421076,77.58,High
INTC,87.54,99.7,74.87,87.37,Information Technology,1.84E+11,1.065026004,12.63,Low
INDT,62.61,2.08,28.72,31.14,Financials,734522771.7,0.535026409,68.86,High
JACK,28.98,12.01,67.38,36.12,Consumer,1736930407,0.872295785,63.88,High
LAWS,80.8,89.21,31.1,67.04,Industrials,750395252.9,0.71216936,32.96,Medium
HCKT,44.58,93.03,29.23,55.61,Information Technology,750377212.5,0.559424898,44.39,Medium
KNSA,6.53,66.44,28.32,33.76,Health Care,651864585.4,1.077301218,66.24,High
HTLD,59.73,30.98,40.43,43.71,Industrials,1088472280,0.540528204,56.29,High
HBCP,28.47,38.93,86.68,51.36,Financials,307421667.3,0.550391832,48.64,Medium
KDNY,6.79,30.98,25.94,21.23,Health Care,881504320,1.230388908,78.77,High
LAKE,29.23,81.41,11.75,40.8,Consumer,121398514,0.369127885,59.2,High
ILPT,80.6,63.8,46.1,63.5,Financials,1011797699,0.735183659,36.5,Medium
IBOC,39.36,30.98,30.09,33.48,Financials,2563446488,0.903889714,66.52,High
HQY,75.18,41.13,65.25,60.52,Health Care,5357887155,0.722679303,39.48,Medium
KRYS,11.04,30.98,7.65,16.56,Health Care,1603921506,2.223290962,83.44,High
IROQ,25.03,2.08,58.41,28.5,Financials,75973668.32,0.037128939,71.5,High
HEXO,21.73,66.44,4.81,30.99,Health Care,182796457.1,2.258727752,69.01,High
IESC,77.1,13.88,38.15,43.04,Industrials,563351981.6,0.901366388,56.96,High
JRVR,76.44,38.93,62.01,59.13,Financials,887150558.7,0.598781427,40.87,Medium
ICPT,54.91,75.58,88.6,73.03,Health Care,475705962.5,1.299048624,26.97,Medium
HIBB,52.94,75.58,79.74,69.42,Consumer,586730887.3,1.75363048,30.58,Medium
ITCI,7.29,66.44,12.21,28.65,Health Care,4860620277,0.754763396,71.35,High
HNRG,3.19,30.98,15.45,16.54,Utilities,131760086.8,0.728088351,83.46,High
IMV,1.06,5.17,37.01,14.41,Health Care,97843064.97,1.062468618,85.59,High
GRTX,11.04,54.03,10.18,25.08,Health Care,49888155.54,0.747199722,74.92,High
IPAR,28.62,30.98,17.93,25.84,Consumer,2619341429,1.116416055,74.16,High
KIDS,7.35,5.17,42.5,18.34,Health Care,935966245,1.3751373,81.66,High
KDP,90.48,91.69,30.9,71.02,Consumer,51819515773,0.492614286,28.98,Medium
HAFC,50.56,54.03,94.38,66.32,Financials,703516695.2,0.922501465,33.68,Medium
INTG,61.96,19.58,61.3,47.61,Financials,109111047.9,-0.180734811,52.39,High
HWC,55.57,63.8,92.15,70.51,Financials,4126151936,1.137459613,29.49,Medium
LFUS,98.89,98.58,69.45,88.97,Information Technology,5834923891,1.243117019,11.03,Low
LBAI,35.11,54.03,52.08,47.07,Financials,981411061.2,0.752912034,52.93,High
HSKA,31.26,66.44,79.23,58.98,Health Care,1197064684,1.016078234,41.02,Medium
JD,84.5,89.77,2.94,59.07,Consumer,98967945063,1.375873345,40.93,Medium
JAKK,54.51,79.58,63.22,65.77,Consumer,127279709.9,1.651960736,34.23,Medium
HTLF,40.22,38.93,58.87,46.01,Financials,1866407750,0.82786954,53.99,High
LAMR,47.67,42.86,16.77,35.76,Financials,11114514331,1.01056358,64.24,High
INFI,3.8,54.03,65.65,41.16,Health Care,69995834.67,1.807453856,58.84,High
KSPN,30.85,42.43,9.22,27.5,Information Technology,11440887.12,0.438592924,72.5,High
LNT,85.76,88.5,71.48,81.91,Utilities,14509574165,0.216012168,18.09,Low
IMBI,36.88,30.98,36.58,34.81,Consumer,77360661.88,0.953618371,65.19,High
LPCN,14.24,30.98,2.38,15.86,Health Care,79392384.72,1.025894488,84.14,High
KOD,9.3,30.98,22.7,20.99,Health Care,334581383.6,2.919443389,79.01,High
LINC,64.89,43.95,68.19,59.01,Consumer,191320944.9,0.598298011,40.99,Medium
LCNB,24.27,21.99,0.3,15.52,Financials,185646101.7,0.553763838,84.48,High
IRTC,7.95,86.47,38.5,44.31,Health Care,3810692311,1.621722236,55.69,High
IMXI,26.19,79.03,56.59,53.93,Information Technology,745673709.3,0.582352331,46.07,Medium
LKQ,45.85,89.77,88.5,74.7,Consumer,14317563000,1.281019477,25.3,Medium
IBRX,1.57,54.03,13.93,23.18,Health Care,1583856160,2.173018916,76.82,High
INTU,95.9,87.72,80.75,88.12,Information Technology,1.21E+11,1.568584233,11.88,Low
